imonth,extended,crit1,crit2,crit3,doubtterr,longitude,latitude,attacktype1,success,suicide,weaptype1,weapsubtype1,targtype1,targsubtype1,gname,nperps,nperpcap,claimed,nkill,nkillter,nwound,nwoundte,property,ishostkid,hostkidoutcome,city,weaptype1_txt,targtype1_txt,attacktype1_txt
2,0,0,1,1,1,74.63827,34.419539,2,1,0,5,-1,2,15,Unknown,2,0,0,1,0,0,0,0,0,-1,Bandipora,Firearms,Government (General),Armed Assault
2,0,1,1,1,0,74.634188,33.382726,2,1,0,5,-1,3,25,Unknown,2,0,0,0,0,1,0,0,0,-1,Budhal,Firearms,Police,Armed Assault
2,0,0,1,1,1,74.471613,34.170073,2,1,0,5,-1,1,-1,Unknown,-1,0,0,0,0,1,0,-1,0,-1,Kreeri,Firearms,Business,Armed Assault
2,0,1,1,1,0,74.789902,34.08374,3,1,0,6,7,3,25,Unknown,-1,0,0,1,0,2,0,1,0,-1,Srinagar,Explosives,Police,Bombing/Explosion
3,0,1,1,1,0,74.87849,33.971759,3,1,0,6,-1,19,100,Unknown,-1,0,0,0,0,0,0,1,0,-1,Soothoo,Explosives,Transportation,Bombing/Explosion
3,0,1,1,1,0,75.114212,33.931011,2,1,0,5,-1,2,15,Hizbul Mujahideen (HM),-1,0,0,1,0,1,0,0,0,-1,Tral,Firearms,Government (General),Armed Assault
4,0,1,1,1,0,74.281273,34.399281,7,1,0,8,18,2,21,Unknown,-1,0,0,0,0,0,0,1,0,-1,Handwara,Incendiary,Government (General),Facility/Infrastructure Attack
4,0,1,1,1,0,74.789902,34.08374,3,1,0,6,15,15,86,Unknown,-1,0,0,1,0,1,0,1,0,-1,Srinagar,Explosives,Religious Figures/Institutions,Bombing/Explosion
4,0,1,1,1,0,74.25388,34.395677,7,1,0,8,18,2,21,Unknown,-1,0,0,0,0,0,0,1,0,-1,Machi Pora,Incendiary,Government (General),Facility/Infrastructure Attack
4,0,1,1,1,0,74.514834,34.055493,2,1,0,5,-1,14,84,Unknown,-1,0,0,1,0,0,0,0,0,-1,Kharpora,Firearms,Private Citizens & Property,Armed Assault
4,0,1,1,1,0,74.463715,34.288891,2,1,0,5,-1,14,77,Unknown,-1,0,0,1,0,0,0,-1,0,-1,Sopore,Firearms,Private Citizens & Property,Armed Assault
5,0,1,1,1,1,74.25388,34.395677,2,1,0,5,3,14,84,Unknown,-1,0,0,0,0,1,0,0,0,-1,Machi Pora,Firearms,Private Citizens & Property,Armed Assault
5,0,1,1,1,0,75.763367,33.313294,6,1,0,9,23,14,68,Lashkar-e-Taiba (LeT),4,1,0,1,0,0,0,0,1,4,Kishtwar,Melee,Private Citizens & Property,Hostage Taking (Kidnapping)
5,0,1,1,1,0,74.463715,34.288891,2,1,0,5,-1,3,25,Unknown,-1,0,0,1,0,0,0,1,0,-1,Sopore,Firearms,Police,Armed Assault
5,0,1,1,1,0,74.400425,34.34354,2,1,0,5,-1,14,84,Unknown,-1,0,0,0,0,1,0,0,0,-1,Wadoora,Firearms,Private Citizens & Property,Armed Assault
5,0,1,1,1,0,74.63827,34.419539,2,1,0,5,2,2,18,Unknown,-1,0,0,0,0,0,0,-1,0,-1,Bandipora,Firearms,Government (General),Armed Assault
5,0,1,1,1,0,74.172438,34.372099,2,1,0,5,-1,14,67,Lashkar-e-Taiba (LeT),4,0,0,2,0,0,0,0,0,-1,Bawan,Firearms,Private Citizens & Property,Armed Assault
6,0,1,1,1,0,74.463715,34.288891,2,1,0,5,-1,3,25,Unknown,-1,0,0,1,0,0,0,0,0,-1,Sopore,Firearms,Police,Armed Assault
6,0,1,1,1,0,74.76516,34.209645,2,1,0,5,-1,2,18,Unknown,-1,0,0,1,0,0,0,0,0,-1,Saloora,Firearms,Government (General),Armed Assault
6,0,1,1,1,0,74.789902,34.08374,2,1,0,5,3,3,25,Unknown,-1,0,0,0,0,1,0,0,0,-1,Srinagar,Firearms,Police,Armed Assault
8,0,1,1,1,0,74.931107,33.833909,3,1,0,6,17,1,7,Unknown,-1,0,0,0,0,0,0,1,0,-1,Tahab,Explosives,Business,Bombing/Explosion
8,0,1,1,1,0,74.353867,34.205605,2,1,0,5,-1,3,25,Unknown,-1,0,0,0,0,1,0,-1,0,-1,Baramulla,Firearms,Police,Armed Assault
8,0,0,1,1,1,74.476548,34.245007,2,1,0,5,-1,14,77,Unknown,-1,0,0,0,0,1,0,0,0,-1,Wagub,Firearms,Private Citizens & Property,Armed Assault
9,0,1,1,1,0,74.857026,32.726602,3,0,0,6,17,14,67,Unknown,-1,0,0,0,0,0,0,0,0,-1,Jammu,Explosives,Private Citizens & Property,Bombing/Explosion
9,0,1,1,1,0,74.789902,34.08374,2,1,0,5,-1,3,25,Unknown,-1,0,0,1,0,0,0,0,0,-1,Srinagar,Firearms,Police,Armed Assault
11,0,1,1,1,0,74.254614,34.526179,3,1,0,6,7,4,39,Militants,-1,0,0,0,0,5,0,-1,0,-1,Kupwara,Explosives,Military,Bombing/Explosion
11,0,1,1,1,0,74.566937,34.246008,2,1,0,5,-1,4,34,Militants,-1,0,0,0,0,3,0,0,0,-1,Naidkhai,Firearms,Military,Armed Assault
11,0,1,1,1,0,75.114212,33.931011,1,0,0,5,-1,2,18,Gunmen,-1,0,0,0,0,1,0,0,0,-1,Tral,Firearms,Government (General),Assassination
12,0,1,1,1,0,74.789902,34.08374,1,0,0,5,-1,2,15,Islamic Movement of Kashmir,-1,0,1,0,0,1,0,0,0,-1,Srinagar,Firearms,Government (General),Assassination
12,0,1,1,1,0,75.103386,33.789497,3,1,0,6,7,4,34,Unknown,-1,0,0,0,0,1,0,0,0,-1,Bijbehara,Explosives,Military,Bombing/Explosion
12,0,1,1,1,0,75.76622,33.311591,2,1,0,5,-1,3,25,Unknown,3,0,0,1,0,0,0,0,0,-1,Kishtwar district,Firearms,Police,Armed Assault
12,0,1,1,1,0,74.789902,34.08374,1,0,0,5,-1,2,18,Jamiat ul-Mujahedin (JuM),-1,0,1,1,0,3,0,0,0,-1,Srinagar,Firearms,Government (General),Assassination
1,0,1,1,1,0,74.463715,34.288891,2,1,0,6,7,3,22,Hizbul Mujahideen (HM),6,0,0,1,1,0,0,1,0,-1,Sopore,Explosives,Police,Armed Assault
1,0,1,1,1,0,74.463715,34.288891,2,1,0,5,2,3,25,Hizbul Mujahideen (HM),6,0,0,1,0,5,0,1,0,-1,Sopore,Firearms,Police,Armed Assault
1,0,1,1,1,0,74.463715,34.288891,3,1,0,6,7,3,25,Hizbul Mujahideen (HM),6,0,0,0,0,1,0,1,0,-1,Sopore,Explosives,Police,Bombing/Explosion
1,0,1,1,1,0,74.884615,33.916138,2,1,0,5,3,14,68,Unknown,-1,0,0,1,0,0,0,0,0,-1,Shubdani-Newa,Firearms,Private Citizens & Property,Armed Assault
1,0,1,1,0,1,74.353867,34.205605,3,1,0,6,7,4,29,Unknown,-1,0,0,0,0,1,0,1,0,-1,Azad Gunj,Explosives,Military,Bombing/Explosion
2,0,1,1,1,0,75.081289,33.714452,1,1,0,5,-1,2,18,Unknown,2,0,0,1,0,1,0,-1,0,-1,Qoimoh,Firearms,Government (General),Assassination
2,0,1,1,1,0,74.789902,34.08374,3,1,0,6,7,3,22,Unknown,-1,0,0,0,0,0,0,0,0,-1,Srinagar,Explosives,Police,Bombing/Explosion
2,0,1,1,1,0,75.114212,33.931011,2,1,0,5,-1,2,18,Unknown,-1,0,0,0,0,1,0,0,0,-1,Tral,Firearms,Government (General),Armed Assault
2,0,1,1,1,0,74.789902,34.08374,3,1,0,6,7,3,22,Unknown,-1,0,0,0,0,0,0,0,0,-1,Srinagar,Explosives,Police,Bombing/Explosion
3,0,1,1,1,0,74.789902,34.08374,2,1,0,5,-1,3,25,Unknown,-1,0,0,0,0,1,0,0,0,-1,Srinagar,Firearms,Police,Armed Assault
3,0,1,1,1,0,75.114212,33.931011,1,0,0,5,-1,14,84,Unknown,-1,0,0,0,0,1,0,0,0,-1,Tral,Firearms,Private Citizens & Property,Assassination
3,0,1,1,1,0,74.789902,34.08374,3,1,0,6,7,3,25,Unknown,-1,0,0,0,0,2,0,1,0,-1,Srinagar,Explosives,Police,Bombing/Explosion
3,0,1,1,1,0,74.789902,34.08374,1,0,0,5,-1,2,18,Unknown,-1,0,0,0,0,1,0,1,0,-1,Srinagar,Firearms,Government (General),Assassination
3,0,1,1,1,0,74.789902,34.08374,-1,1,0,-1,-1,15,85,Unknown,-1,0,0,0,0,1,0,1,0,-1,Srinagar,Unknown,Religious Figures/Institutions,Unknown
3,0,1,1,1,0,75.090141,33.797161,3,1,1,6,15,3,23,Lashkar-e-Taiba (LeT),4,2,0,2,2,20,0,1,0,-1,Bijbehara,Explosives,Police,Bombing/Explosion
4,0,1,1,1,0,74.786728,34.042171,3,1,0,6,7,3,22,Unknown,-1,0,0,0,0,0,0,0,0,-1,Hyderpora,Explosives,Police,Bombing/Explosion
4,0,1,1,1,0,74.737209,34.038555,3,1,0,6,7,1,7,Unknown,-1,0,0,0,0,2,0,0,0,-1,Ompora,Explosives,Business,Bombing/Explosion
4,0,1,1,1,0,74.789902,34.08374,2,1,0,5,3,3,25,Islamic Front,-1,0,1,1,0,0,0,0,0,-1,Srinagar,Firearms,Police,Armed Assault
5,0,1,1,1,0,75.766219,33.311591,2,1,0,5,-1,17,94,Hizbul Mujahideen (HM),-1,0,0,1,0,0,0,0,0,-1,Kishtwar district,Firearms,Terrorists/Non-State Militia,Armed Assault
5,0,1,1,1,0,75.766219,33.311591,3,1,0,6,7,3,25,Unknown,-1,0,0,1,0,3,0,1,0,-1,Kishtwar district,Explosives,Police,Bombing/Explosion
5,0,1,1,1,0,75.090141,33.797161,3,1,0,6,7,4,29,Unknown,-1,0,0,0,0,4,0,1,0,-1,Bijbehara,Explosives,Military,Bombing/Explosion
5,0,1,1,1,0,74.789902,34.08374,3,0,0,6,15,4,29,Lashkar-e-Taiba (LeT),-1,0,0,0,0,0,0,0,0,-1,Srinagar,Explosives,Military,Bombing/Explosion
5,0,1,1,1,0,74.784167,32.656294,3,1,0,6,-1,21,107,Unknown,-1,0,0,0,0,0,0,0,0,-1,Chak Mangu,Explosives,Utilities,Bombing/Explosion
5,0,1,1,1,0,74.789902,34.08374,3,1,0,6,7,3,25,Unknown,-1,0,0,0,0,0,0,0,0,-1,Srinagar,Explosives,Police,Bombing/Explosion
5,0,1,1,1,0,74.463715,34.288891,3,1,0,6,7,3,22,Hizbul Mujahideen (HM),-1,2,0,0,0,10,0,0,0,-1,Sopore,Explosives,Police,Bombing/Explosion
5,0,1,1,1,0,74.298705,34.375593,3,0,0,6,7,3,23,Unknown,-1,0,0,0,0,0,0,0,0,-1,Langate,Explosives,Police,Bombing/Explosion
5,0,1,1,1,0,74.789902,34.08374,2,1,0,5,2,3,25,Islamic Front,3,0,1,0,0,7,0,0,0,-1,Rainawari,Firearms,Police,Armed Assault
6,0,1,1,1,0,74.819283,33.768445,1,0,0,5,-1,2,15,Unknown,-1,0,0,0,0,1,0,0,0,-1,Vishroo,Firearms,Government (General),Assassination
6,0,1,1,1,0,75.013278,33.666494,2,1,0,5,2,2,18,Unknown,2,0,0,0,0,0,0,1,0,-1,Gaffabal,Firearms,Government (General),Armed Assault
6,0,1,1,1,0,74.789902,34.08374,1,1,0,5,-1,14,84,Unknown,-1,0,0,1,0,0,0,0,0,-1,Srinagar,Firearms,Private Citizens & Property,Assassination
6,0,1,1,1,0,74.463715,34.288891,3,1,0,6,7,3,25,Unknown,-1,0,0,0,0,5,0,0,0,-1,Sopore,Explosives,Police,Bombing/Explosion
6,0,1,1,1,0,74.463715,34.288891,3,1,0,6,7,3,23,Unknown,-1,0,0,0,0,3,0,0,0,-1,Sopore,Explosives,Police,Bombing/Explosion
6,0,1,1,0,1,74.789902,34.08374,3,1,0,6,11,4,27,Separatists,-1,0,0,0,0,0,0,0,0,-1,Srinagar,Explosives,Military,Bombing/Explosion
6,0,1,1,1,0,74.730781,32.60598,3,0,0,6,14,1,1,Unknown,-1,0,0,0,0,0,0,0,0,-1,Ranbir Singh Pora,Explosives,Business,Bombing/Explosion
7,0,1,1,1,0,75.114212,33.931011,3,1,0,6,14,19,101,Lashkar-e-Taiba (LeT),-1,1,1,0,0,25,0,-1,0,-1,Tral,Explosives,Transportation,Bombing/Explosion
7,0,1,1,0,1,74.913335,34.01083,2,1,0,5,2,4,34,Lashkar-e-Taiba (LeT),2,0,1,1,0,1,0,0,0,-1,Kadalbal,Firearms,Military,Armed Assault
7,0,1,1,1,0,74.463715,34.288891,3,1,0,6,7,3,25,Unknown,-1,0,0,0,0,0,0,0,0,-1,Sopore,Explosives,Police,Bombing/Explosion
7,0,1,1,1,0,75.207038,33.505475,3,0,0,6,14,-1,-1,Unknown,-1,0,0,0,0,0,0,0,0,-1,Banihal,Explosives,Unknown,Bombing/Explosion
7,0,1,1,1,0,74.789902,34.08374,3,0,0,6,11,2,21,Unknown,-1,0,0,0,0,0,0,0,0,-1,Srinagar,Explosives,Government (General),Bombing/Explosion
7,0,1,1,1,0,75.090141,33.797161,3,1,0,6,7,18,97,Unknown,-1,0,0,4,0,4,0,0,0,-1,Bijbehara,Explosives,Tourists,Bombing/Explosion
7,0,1,1,1,0,74.463715,34.288891,3,1,0,6,7,3,25,Unknown,-1,0,0,0,0,3,0,0,0,-1,Sopore,Explosives,Police,Bombing/Explosion
7,0,1,1,1,0,74.463715,34.288891,3,1,0,6,7,3,22,Unknown,-1,0,0,0,0,0,0,0,0,-1,Sopore,Explosives,Police,Bombing/Explosion
8,0,1,1,1,0,74.809009,34.025014,3,1,0,6,7,3,25,Unknown,-1,0,0,0,0,0,0,0,0,-1,Unknown,Explosives,Police,Bombing/Explosion
8,0,1,1,1,0,74.263437,34.475713,3,1,0,6,7,2,15,Unknown,-1,0,0,0,0,0,0,1,0,-1,Nagari Malpora,Explosives,Government (General),Bombing/Explosion
8,0,1,1,1,0,74.463715,34.288891,3,1,0,6,7,3,22,Lashkar-e-Taiba (LeT),2,0,0,0,0,3,0,1,0,-1,Sopore,Explosives,Police,Bombing/Explosion
8,0,1,1,1,0,75.019676,33.64542,3,0,0,6,8,-1,-1,Unknown,-1,0,0,0,0,0,0,0,0,-1,Kulgam,Explosives,Unknown,Bombing/Explosion
8,0,1,1,1,0,74.553093,34.161541,3,1,0,6,7,3,22,Separatists,-1,0,0,0,0,7,0,0,0,-1,Pattan,Explosives,Police,Bombing/Explosion
8,0,1,1,1,0,74.789902,34.08374,2,1,0,5,2,3,25,Islamic Movement of Kashmir,1,0,1,1,0,0,0,0,0,-1,Srinagar,Firearms,Police,Armed Assault
8,0,1,1,1,0,75.116272,32.556652,3,0,0,6,-1,14,79,Unknown,-1,0,0,0,0,0,0,0,0,-1,Samba,Explosives,Private Citizens & Property,Bombing/Explosion
8,0,1,1,1,0,75.083496,33.925503,2,1,0,5,-1,2,15,Unknown,-1,0,0,0,0,1,0,0,0,-1,Gulab Bagh,Firearms,Government (General),Armed Assault
9,0,1,1,1,0,74.463715,34.288891,2,1,0,5,-1,3,25,Unknown,-1,0,0,1,0,1,0,0,0,-1,Sopore,Firearms,Police,Armed Assault
9,0,1,1,1,0,74.553093,34.161541,1,1,0,5,-1,2,15,Lashkar-e-Taiba (LeT),2,1,0,1,0,0,0,0,0,-1,Pattam,Firearms,Government (General),Assassination
9,0,1,1,1,0,74.44377,34.211231,2,1,0,5,-1,2,15,Unknown,-1,0,0,1,0,0,0,0,0,-1,Nowpora,Firearms,Government (General),Armed Assault
10,0,1,1,1,0,74.463715,34.288891,3,1,0,6,7,3,25,Separatists,-1,0,0,0,0,3,0,0,0,-1,Sopore,Explosives,Police,Bombing/Explosion
10,0,1,1,1,0,75.145328,33.623547,3,0,0,6,17,-1,-1,Unknown,-1,0,0,0,0,0,0,0,0,-1,Qazigund,Explosives,Unknown,Bombing/Explosion
10,0,1,1,1,0,74.789902,34.08374,2,1,0,5,-1,4,29,Lashkar-e-Taiba (LeT),3,0,0,1,0,2,0,1,0,-1,Srinagar,Firearms,Military,Armed Assault
10,0,1,1,0,1,74.72187,34.016396,2,1,0,5,2,4,34,Unknown,-1,0,0,0,0,3,0,0,0,-1,Budgam,Firearms,Military,Armed Assault
10,0,1,1,1,0,74.314609,33.300847,3,0,0,6,12,-1,-1,Unknown,-1,0,0,0,0,0,0,0,0,-1,Dalagra,Explosives,Unknown,Bombing/Explosion
11,0,1,1,1,0,74.846053,34.09074,2,1,0,5,3,1,7,Hizbul Mujahideen (HM),-1,0,1,1,0,4,0,0,0,-1,Nehru Park,Firearms,Business,Armed Assault
11,0,1,1,1,0,74.855659,32.70373,3,1,0,6,7,1,7,Unknown,-1,0,0,1,0,5,0,0,0,-1,Bala,Explosives,Business,Bombing/Explosion
11,0,1,1,1,0,74.353867,34.205605,2,1,0,5,-1,2,15,Unknown,-1,0,0,1,0,0,0,0,0,-1,Baramulla,Firearms,Government (General),Armed Assault
11,0,1,1,1,0,74.789902,34.08374,2,1,0,5,2,3,25,Jamiat ul-Mujahedin (JuM),-1,0,1,1,0,0,0,0,0,-1,Srinagar,Firearms,Police,Armed Assault
11,0,1,1,1,0,75.103386,33.789497,3,1,0,6,7,3,23,Unknown,-1,0,0,0,0,3,0,0,0,-1,Bijbehara,Explosives,Police,Bombing/Explosion
11,0,1,1,1,0,75.114212,33.931011,3,0,0,6,-1,4,34,Unknown,-1,0,0,0,0,0,0,0,0,-1,Tral,Explosives,Military,Bombing/Explosion
12,0,1,1,1,0,75.145328,33.623547,3,0,0,6,-1,-1,-1,Unknown,-1,0,0,0,0,0,0,0,0,-1,Qazigund,Explosives,Unknown,Bombing/Explosion
12,0,1,1,1,0,74.901505,33.874027,3,0,0,6,8,14,79,Unknown,-1,0,0,0,0,0,0,0,0,-1,Pulwama,Explosives,Private Citizens & Property,Bombing/Explosion
1,0,1,1,1,0,74.314514,33.371323,3,0,0,6,-1,-1,-1,Unknown,-1,0,0,0,0,0,0,0,0,-1,Rajouri,Explosives,Unknown,Bombing/Explosion
1,0,1,1,1,0,74.433482,34.358352,1,1,0,5,3,2,15,Hizbul Mujahideen (HM),1,0,0,1,0,0,0,0,0,-1,Goripora,Firearms,Government (General),Assassination
1,0,1,1,1,0,74.449661,34.374612,1,0,0,5,-1,2,15,Unknown,-1,0,0,0,0,1,0,0,0,-1,Hardshiva,Firearms,Government (General),Assassination
2,0,1,1,1,0,74.463715,34.288891,3,1,0,6,12,3,23,Unknown,-1,0,0,0,0,0,0,1,0,-1,Sopore,Explosives,Police,Bombing/Explosion
2,0,1,1,1,0,74.472836,34.170873,2,1,0,5,-1,2,15,Unknown,-1,0,0,1,0,0,0,0,0,-1,Kalantra,Firearms,Government (General),Armed Assault
2,0,1,1,1,0,74.34995,34.19905,2,1,0,5,-1,2,15,Unknown,-1,0,0,1,0,0,0,0,0,-1,Baramulla district,Firearms,Government (General),Armed Assault
2,0,1,1,1,0,74.463715,34.288891,-1,1,0,-1,-1,3,25,Unknown,-1,0,0,1,0,1,0,-1,0,-1,Sopore,Unknown,Police,Unknown
3,0,1,1,1,0,74.281273,34.399281,2,1,0,5,3,3,25,Jamiat ul-Mujahedin (JuM),3,0,1,2,0,0,0,0,0,-1,Handwara,Firearms,Police,Armed Assault
3,0,1,1,1,0,74.822874,34.122748,3,1,0,6,7,3,25,Unknown,-1,0,0,0,0,0,0,1,0,-1,Srinagar,Explosives,Police,Bombing/Explosion
3,0,1,1,1,0,74.424376,34.06105,2,1,0,5,-1,17,94,Unknown,-1,0,0,1,0,0,0,0,0,-1,Tangmarg,Firearms,Terrorists/Non-State Militia,Armed Assault
3,0,1,1,1,0,74.789902,34.08374,2,1,1,6,7,3,22,Hizbul Mujahideen (HM),2,0,1,7,2,7,0,0,0,-1,Srinagar,Explosives,Police,Armed Assault
3,0,1,1,1,0,74.463715,34.288891,2,1,0,5,-1,14,68,Lashkar-e-Taiba (LeT),-1,0,0,1,0,0,0,0,0,-1,Sopore,Firearms,Private Citizens & Property,Armed Assault
3,0,1,1,0,1,74.789902,34.08374,2,1,0,5,2,4,29,Jamiat ul-Mujahedin (JuM),-1,0,1,1,0,2,0,0,0,-1,Srinagar,Firearms,Military,Armed Assault
3,0,1,1,1,0,74.463715,34.288891,2,1,0,5,3,3,23,Hizbul Mujahideen (HM),-1,0,1,1,0,1,0,1,0,-1,Sopore,Firearms,Police,Armed Assault
3,0,0,1,1,1,74.19073,34.468392,2,1,0,5,-1,2,15,Unknown,-1,0,0,0,0,1,0,0,0,-1,Kupwara,Firearms,Government (General),Armed Assault
3,0,1,1,1,0,74.910597,33.744415,2,0,0,5,-1,3,25,Unknown,-1,0,0,0,0,0,0,0,0,-1,Imam Sahib,Firearms,Police,Armed Assault
4,0,1,1,1,0,75.050893,33.668562,1,1,0,5,3,2,15,Unknown,-1,0,0,1,0,0,0,0,0,-1,Kulpora,Firearms,Government (General),Assassination
4,0,1,1,0,1,74.27,34.3,3,1,0,6,8,4,34,Unknown,-1,0,0,0,0,2,0,0,0,-1,Kupwara,Explosives,Military,Bombing/Explosion
4,0,1,1,1,0,74.503012,34.242779,2,1,0,5,-1,3,25,Hizbul Mujahideen (HM),5,0,1,4,0,0,0,0,0,-1,Hygam,Firearms,Police,Armed Assault
4,0,1,1,1,0,74.463715,34.288891,1,0,0,5,-1,2,15,Unknown,-1,0,0,0,0,1,0,0,0,-1,Sopore,Firearms,Government (General),Assassination
4,0,1,1,1,0,74.789902,34.08374,2,0,0,6,7,3,24,Unknown,-1,0,0,0,0,0,0,0,0,-1,Srinagar,Explosives,Police,Armed Assault
4,0,1,1,1,0,74.789902,34.08374,3,0,0,6,17,2,18,Unknown,-1,0,0,0,0,0,0,0,0,-1,Srinagar,Explosives,Government (General),Bombing/Explosion
5,0,1,1,1,0,74.901505,33.874027,2,1,0,5,2,3,25,Hizbul Mujahideen (HM),2,0,1,1,0,0,0,0,0,-1,Pulwama,Firearms,Police,Armed Assault
5,0,1,1,1,0,74.552528,33.947385,2,1,0,5,-1,15,85,Unknown,-1,0,0,1,0,0,0,0,0,-1,Lassipora,Firearms,Religious Figures/Institutions,Armed Assault
5,0,1,1,1,0,74.281273,34.399281,3,0,0,6,17,-1,-1,Unknown,-1,0,0,0,0,0,0,0,0,-1,Handwara,Explosives,Unknown,Bombing/Explosion
5,0,1,1,1,0,74.250212,34.47292,3,0,0,6,17,-1,-1,Unknown,-1,0,0,0,0,0,0,0,0,-1,Khumriyal,Explosives,Unknown,Bombing/Explosion
5,0,1,1,0,1,74.17097,34.481376,2,1,0,5,-1,4,29,Unknown,4,0,0,1,0,1,0,0,0,-1,Machil,Firearms,Military,Armed Assault
5,0,1,1,0,1,74.901505,33.874027,2,1,0,5,2,4,34,Hizbul Mujahideen (HM),-1,0,0,5,1,0,0,0,0,-1,Pulwama,Firearms,Military,Armed Assault
5,0,1,1,1,0,74.789902,34.08374,3,1,0,6,7,3,22,Unknown,-1,0,0,0,0,0,0,0,0,-1,Srinagar,Explosives,Police,Bombing/Explosion
6,0,1,1,1,0,75.157913,33.732216,3,1,0,6,7,3,22,Hizbul Mujahideen (HM),1,1,1,0,0,0,0,1,0,-1,Anantnag,Explosives,Police,Bombing/Explosion
6,0,1,1,1,0,75.157913,33.732216,3,1,0,6,7,4,35,Unknown,-1,0,0,0,0,5,0,1,0,-1,Anantnag,Explosives,Military,Bombing/Explosion
6,0,1,1,0,1,74.853637,33.822873,2,0,0,5,-1,4,29,Unknown,-1,0,0,0,0,0,0,0,0,-1,Rajpora,Firearms,Military,Armed Assault
6,0,1,1,1,0,74.92321,33.883527,2,1,0,5,-1,3,23,Lashkar-e-Taiba (LeT),-1,0,0,1,1,2,0,1,0,-1,Neloura,Firearms,Police,Armed Assault
6,0,1,1,1,0,74.789902,34.08374,2,1,0,5,3,3,25,Hizbul Mujahideen (HM),-1,0,1,2,0,1,0,-1,0,-1,Srinagar,Firearms,Police,Armed Assault
6,0,1,1,1,0,74.463715,34.288891,2,1,0,5,3,14,82,Hizbul Mujahideen (HM),2,0,0,1,0,0,0,1,0,-1,Sopore,Firearms,Private Citizens & Property,Armed Assault
6,0,1,1,1,0,74.463715,34.288891,3,1,0,6,7,3,22,Hizbul Mujahideen (HM),-1,0,1,0,0,1,0,0,0,-1,Sopore,Explosives,Police,Bombing/Explosion
6,0,1,1,1,0,74.789902,34.08374,2,1,0,6,7,4,29,Hizbul Mujahideen (HM),-1,0,1,8,0,19,5,1,0,-1,Srinagar,Explosives,Military,Armed Assault
6,0,1,1,1,0,75.019676,33.64542,3,0,0,6,7,1,6,Unknown,1,0,0,0,0,0,0,0,0,-1,Kulgam,Explosives,Business,Bombing/Explosion
7,0,1,1,0,1,74.09723,33.774807,3,1,1,6,13,4,29,Unknown,1,0,0,1,1,0,0,0,0,-1,Saujian,Explosives,Military,Bombing/Explosion
7,0,1,1,1,0,75.114212,33.931011,2,1,0,5,2,3,25,Hizbul Mujahideen (HM),3,0,0,4,3,3,0,0,0,-1,Tral,Firearms,Police,Armed Assault
7,0,1,1,1,0,74.091944,33.769444,2,0,0,5,-1,3,25,Unknown,-1,0,0,0,0,0,0,0,0,-1,Poonch,Firearms,Police,Armed Assault
7,0,1,1,0,1,74.082499,33.755459,3,1,0,6,12,4,29,Unknown,-1,0,0,1,0,3,0,0,0,-1,Kanga Gali,Explosives,Military,Bombing/Explosion
7,0,1,1,0,1,74.080954,33.778434,3,1,0,6,12,4,34,Unknown,-1,0,0,0,0,0,0,0,0,-1,Kanga Gali,Explosives,Military,Bombing/Explosion
7,0,1,1,1,0,74.67041,34.11404,3,1,0,6,7,3,23,Unknown,-1,0,0,0,0,2,0,1,0,-1,Narbal,Explosives,Police,Bombing/Explosion
7,0,1,1,0,1,74.03295,34.086854,2,1,0,5,-1,4,39,Unknown,-1,0,0,1,0,0,0,0,0,-1,Uri,Firearms,Military,Armed Assault
7,0,1,1,1,0,74.281273,34.399281,6,1,0,9,23,3,25,Unknown,-1,0,0,1,0,0,0,0,1,4,Handwara,Melee,Police,Hostage Taking (Kidnapping)
7,0,1,1,1,0,74.789902,34.08374,3,1,0,6,7,3,23,Jammu and Kashmir Islamic Front,-1,0,1,1,0,5,0,1,0,-1,Srinagar,Explosives,Police,Bombing/Explosion
7,0,1,1,1,0,74.917259,34.010231,2,1,0,5,-1,1,6,Lashkar-e-Taiba (LeT),2,0,0,3,0,0,0,0,0,-1,Pampore,Firearms,Business,Armed Assault
7,0,1,1,1,0,74.789902,34.08374,2,1,0,9,23,15,85,Unknown,-1,0,0,2,0,1,0,0,0,-1,Srinagar,Melee,Religious Figures/Institutions,Armed Assault
7,0,1,1,1,0,78.656086,33.602895,3,1,0,6,-1,4,29,Unknown,-1,0,0,1,0,6,0,1,0,-1,Chushul,Explosives,Military,Bombing/Explosion
8,0,1,1,0,1,74.093469,33.774655,-1,1,0,-1,-1,4,34,Hizbul Mujahideen (HM),-1,0,1,5,0,0,0,0,0,-1,Poonch,Unknown,Military,Unknown
8,0,1,1,0,1,74.862503,33.71206,3,1,0,6,7,4,29,Unknown,-1,0,0,0,0,1,0,1,0,-1,Imam Sahib,Explosives,Military,Bombing/Explosion
8,0,1,1,1,0,75.05077,33.788992,2,1,0,5,-1,3,25,Hizbul Mujahideen (HM),-1,0,1,1,0,1,0,0,0,-1,Arwani,Firearms,Police,Armed Assault
8,0,1,1,1,0,75.024433,33.762523,2,1,0,5,-1,3,23,Hizbul Mujahideen (HM),-1,0,1,1,0,1,0,1,0,-1,Awneera,Firearms,Police,Armed Assault
8,0,1,1,1,0,75.016365,33.918008,2,1,0,5,2,3,22,Unknown,2,0,0,0,0,2,0,0,0,-1,Awantipora,Firearms,Police,Armed Assault
