imonth,extended,crit1,crit2,crit3,doubtterr,longitude,latitude,attacktype1,success,suicide,weaptype1,weapsubtype1,targtype1,targsubtype1,gname,nperps,nperpcap,claimed,nkill,nkillter,nwound,nwoundte,property,ishostkid,hostkidoutcome,city,weaptype1_txt,targtype1_txt,attacktype1_txt
2,0,1,1,1,0,74.553093,34.161541,2,1,0,5,-1,2,15,Unknown,-1,0,-1,2,0,0,0,0,0,-1,Pattan,Firearms,Government (General),Armed Assault
2,0,1,1,1,1,74.318889,33.430833,2,1,0,9,23,14,68,Unknown,-1,0,0,0,0,1,0,0,0,-1,Saim Samout,Melee,Private Citizens & Property,Armed Assault
2,0,1,1,1,0,76.576171,33.778175,2,1,0,9,23,3,25,Lashkar-e-Taiba (LeT),-1,0,0,1,0,0,0,0,0,-1,Bachay,Melee,Police,Armed Assault
2,0,1,1,1,0,76.576171,33.778175,2,1,0,5,6,2,15,Jaish-e-Mohammad (JeM),-1,0,0,1,0,0,0,1,0,-1,Bathian,Firearms,Government (General),Armed Assault
2,0,1,1,1,0,76.576171,33.778175,2,1,0,5,-1,14,69,Separatists,-1,0,0,8,0,0,0,0,0,-1,Nirala Kalkot,Firearms,Private Citizens & Property,Armed Assault
2,0,1,1,1,0,74.314474,33.375335,3,1,0,6,11,4,27,Militants,-1,0,0,0,0,0,0,1,0,-1,Rajouri,Explosives,Military,Bombing/Explosion
1,0,1,1,1,0,75.014605,33.921168,3,0,0,6,10,19,104,Unknown,-1,-1,0,0,0,0,0,0,0,-1,Awantipora,Explosives,Transportation,Bombing/Explosion
1,0,1,1,1,0,75.548049,33.14575,3,0,0,6,10,19,103,Unknown,-1,-1,0,0,0,0,0,0,0,-1,Doda district,Explosives,Transportation,Bombing/Explosion
3,0,1,1,0,1,74.789902,34.08374,3,1,0,6,7,4,27,Lashkar-e-Taiba (LeT),-1,0,1,0,0,0,0,-1,0,-1,Srinagar,Explosives,Military,Bombing/Explosion
3,0,1,1,1,0,74.831062,33.721287,3,1,0,6,7,14,74,Unknown,-1,0,0,0,-1,35,-1,-1,0,-1,Shopian,Explosives,Private Citizens & Property,Bombing/Explosion
3,0,1,1,1,0,75.157913,33.732216,3,1,0,6,7,3,25,Unknown,2,0,0,13,0,17,0,-1,0,-1,Anantnag,Explosives,Police,Bombing/Explosion
3,0,1,1,1,0,74.789902,34.08374,3,1,0,6,7,3,25,Unknown,-1,0,0,2,0,22,0,-1,0,-1,Srinagar,Explosives,Police,Bombing/Explosion
3,0,1,1,1,0,74.857026,32.726602,3,1,1,6,7,15,86,Islamic Front,2,0,1,10,2,20,0,-1,0,-1,Jammu,Explosives,Religious Figures/Institutions,Bombing/Explosion
4,0,1,1,1,0,74.315313,33.371715,3,1,0,6,-1,1,7,Muslim Militants,-1,0,0,2,0,12,0,1,0,-1,Rajouri,Explosives,Business,Bombing/Explosion
4,0,1,1,1,0,75.910031,33.032216,2,1,0,5,2,14,113,Muslim Militants,-1,0,0,5,0,4,0,0,0,-1,Gandoh Bhalessa,Firearms,Private Citizens & Property,Armed Assault
11,0,1,1,1,0,74.315313,33.371715,3,1,0,6,7,1,8,Unknown,-1,0,0,0,0,14,0,-1,0,-1,Rajouri,Explosives,Business,Bombing/Explosion
11,0,1,1,1,0,74.218611,33.702222,3,1,0,6,7,14,69,Militants,-1,0,0,4,0,1,0,-1,0,-1,Lasana,Explosives,Private Citizens & Property,Bombing/Explosion
4,0,1,1,1,1,74.315191,33.371614,2,1,0,5,-1,4,39,Unknown,-1,0,0,3,1,1,0,0,0,-1,Rajouri district,Firearms,Military,Armed Assault
4,0,1,1,1,0,75.014605,33.921168,3,1,0,6,-1,4,29,Unknown,-1,0,0,3,0,16,0,1,0,-1,Awantipora,Explosives,Military,Bombing/Explosion
4,0,1,1,1,0,74.941765,34.033413,2,1,0,5,-1,14,68,Unknown,-1,2,0,5,0,2,0,1,0,-1,Balhama,Firearms,Private Citizens & Property,Armed Assault
4,0,1,1,1,0,75.548049,33.14575,3,1,0,6,12,19,99,Unknown,-1,0,0,1,0,21,0,0,0,-1,Doda district,Explosives,Transportation,Bombing/Explosion
5,0,1,1,1,0,75.103386,33.789497,3,1,0,6,7,14,74,Unknown,-1,0,0,1,0,4,0,-1,0,-1,Bijbehara,Explosives,Private Citizens & Property,Bombing/Explosion
5,1,1,1,1,1,74.859485,33.309577,6,1,0,5,-1,14,67,Unknown,-1,0,0,1,0,0,0,0,1,4,Mahore,Firearms,Private Citizens & Property,Hostage Taking (Kidnapping)
5,0,1,1,1,1,76.576171,33.778175,2,1,0,5,-1,3,25,Unknown,-1,0,0,2,0,0,0,0,0,-1,Sadwan,Firearms,Police,Armed Assault
5,0,1,1,1,0,74.881414,32.65905,2,1,1,5,2,4,27,Lashkar-e-Taiba (LeT),3,0,-1,34,3,45,0,-1,0,-1,Jammu,Firearms,Military,Armed Assault
5,0,1,1,0,1,75.135264,32.925224,3,1,0,6,11,4,27,Unknown,-1,0,0,5,1,0,0,0,0,-1,Udhampur,Explosives,Military,Bombing/Explosion
5,0,1,1,1,1,74.255208,33.476222,2,1,0,5,-1,4,34,Unknown,3,-1,0,1,0,9,0,0,0,-1,Manjakot,Firearms,Military,Armed Assault
5,0,1,1,1,1,75.19284,33.336449,2,1,0,5,-1,4,34,Unknown,-1,-1,-1,1,0,2,0,1,0,-1,Ramsoo,Firearms,Military,Armed Assault
5,0,1,1,1,0,74.789902,34.08374,1,1,0,6,7,2,15,Unknown,2,0,-1,2,0,1,0,-1,0,-1,Srinagar,Explosives,Government (General),Assassination
5,0,1,1,1,0,75.548049,33.14575,3,1,0,6,7,4,34,Lashkar-e-Taiba (LeT),2,-1,-1,2,0,0,0,-1,0,-1,Doda,Explosives,Military,Bombing/Explosion
5,0,1,1,1,0,74.789902,34.08374,2,1,0,5,-1,10,53,Gunmen,3,0,0,0,0,1,0,1,0,-1,Srinagar,Firearms,Journalists & Media,Armed Assault
6,0,1,1,1,0,74.789902,34.08374,3,1,0,6,7,4,34,Unknown,-1,0,-1,1,0,13,0,-1,0,-1,Srinagar,Explosives,Military,Bombing/Explosion
6,0,1,1,1,0,74.789902,34.08374,1,0,0,6,7,2,18,Al-Madina,-1,0,1,0,0,0,0,-1,0,-1,Srinagar,Explosives,Government (General),Assassination
6,0,1,1,1,0,74.857026,32.726602,3,1,0,6,7,14,69,Unknown,-1,0,-1,6,0,7,0,-1,0,-1,Jammu,Explosives,Private Citizens & Property,Bombing/Explosion
6,0,1,1,1,0,75.135264,32.925224,2,1,0,5,-1,14,67,Muslim Separatists,-1,0,0,5,0,3,0,0,0,-1,Udhampur district,Firearms,Private Citizens & Property,Armed Assault
6,0,1,1,1,0,74.789902,34.08374,3,1,0,6,7,2,15,Hizbul Mujahideen (HM),-1,0,1,0,0,0,0,-1,0,-1,Srinagar,Explosives,Government (General),Bombing/Explosion
6,0,1,1,1,0,74.254614,34.526179,1,0,0,6,7,2,18,Unknown,-1,0,-1,0,0,5,0,-1,0,-1,Kupwara,Explosives,Government (General),Assassination
6,0,1,1,1,0,75.157913,33.732216,3,1,0,6,7,14,67,Unknown,-1,0,-1,2,0,25,0,-1,0,-1,Anantnag,Explosives,Private Citizens & Property,Bombing/Explosion
6,0,1,1,1,1,75.366359,34.061475,3,1,0,6,-1,4,34,Hizbul Mujahideen (HM),-1,0,1,3,0,0,0,-1,0,-1,Phraslan,Explosives,Military,Bombing/Explosion
7,0,1,1,1,0,74.789902,34.08374,2,1,0,5,3,2,18,Unknown,2,0,0,1,0,1,0,0,0,-1,Srinagar,Firearms,Government (General),Armed Assault
7,0,1,1,1,0,75.031667,33.2175,3,1,0,6,-1,3,25,Unknown,-1,0,-1,3,0,0,0,0,0,-1,Ind,Explosives,Police,Bombing/Explosion
7,0,1,1,1,0,74.789902,34.08374,1,0,0,5,3,10,53,Unknown,2,0,0,0,0,1,0,0,0,-1,Chanapora,Firearms,Journalists & Media,Assassination
7,0,1,1,1,0,74.789902,34.08374,1,0,0,5,-1,10,53,Unknown,-1,0,0,0,0,1,0,0,0,-1,Srinagar,Firearms,Journalists & Media,Assassination
7,0,1,1,1,0,74.857026,32.726602,2,1,0,5,-1,14,-1,Lashkar-e-Taiba (LeT),3,0,0,27,0,35,0,0,0,-1,Jammu,Firearms,Private Citizens & Property,Armed Assault
7,0,1,1,1,0,74.857026,32.726602,3,1,0,6,7,14,69,Lashkar-e-Taiba (LeT),5,0,0,29,0,35,0,-1,0,-1,Jammu,Explosives,Private Citizens & Property,Bombing/Explosion
7,0,1,1,1,0,74.789902,34.08374,3,1,0,6,-1,14,67,Unknown,-1,0,0,3,0,6,0,0,0,-1,Srinagar,Explosives,Private Citizens & Property,Bombing/Explosion
7,0,1,1,1,0,74.789902,34.08374,3,1,0,6,12,3,23,Hizbul Mujahideen (HM),-1,0,1,0,0,1,0,1,0,-1,Srinagar,Explosives,Police,Bombing/Explosion
7,0,1,1,1,0,74.315313,33.371715,3,1,0,6,7,14,67,Muslim Rebels,-1,0,0,1,0,18,0,-1,0,-1,Rajouri,Explosives,Private Citizens & Property,Bombing/Explosion
7,0,1,1,1,0,75.157913,33.732216,3,1,0,6,7,3,25,Unknown,-1,0,0,0,0,20,0,0,0,-1,Anantnag,Explosives,Police,Bombing/Explosion
7,0,1,1,1,0,74.72187,34.016396,3,1,0,6,7,3,25,Unknown,-1,0,0,4,0,2,0,0,0,-1,Budgam,Explosives,Police,Bombing/Explosion
7,0,1,1,1,0,74.901505,33.874027,3,1,0,6,7,3,25,Unknown,-1,0,0,0,0,14,0,-1,0,-1,Pulwama,Explosives,Police,Bombing/Explosion
7,0,1,1,1,0,74.901505,33.874027,2,1,0,6,7,3,22,Unknown,3,0,0,1,0,3,0,-1,0,-1,Pulwama,Explosives,Police,Armed Assault
7,0,1,1,1,0,75.157913,33.732216,3,1,0,6,7,14,69,Unknown,-1,0,0,2,0,3,0,1,0,-1,Anantnag,Explosives,Private Citizens & Property,Bombing/Explosion
7,0,1,1,1,0,74.999222,34.019352,2,1,0,6,7,3,22,Unknown,2,0,0,1,0,3,0,0,0,-1,Khrew,Explosives,Police,Armed Assault
7,0,1,1,1,0,74.901505,33.874027,2,1,0,5,-1,2,15,Jamiat ul-Mujahedin (JuM),-1,0,0,2,0,4,0,0,0,-1,Pulwama,Firearms,Government (General),Armed Assault
7,0,1,1,1,0,76.576171,33.778175,3,1,0,6,-1,14,69,Unknown,-1,0,0,2,0,3,0,1,0,-1,Lazbal,Explosives,Private Citizens & Property,Bombing/Explosion
8,0,1,1,1,0,74.789902,34.08374,3,1,0,6,7,2,21,Unknown,-1,-1,0,0,0,0,0,1,0,-1,Srinagar,Explosives,Government (General),Bombing/Explosion
8,0,1,1,1,0,75.31498,34.016075,3,1,0,6,-1,14,69,Lashkar-e-Taiba (LeT),-1,0,0,8,2,20,-1,0,0,-1,Pahalgam,Explosives,Private Citizens & Property,Bombing/Explosion
8,0,1,1,1,0,74.315313,33.371715,3,1,0,6,7,14,71,Unknown,1,0,0,0,0,15,0,0,0,-1,Rajouri,Explosives,Private Citizens & Property,Bombing/Explosion
8,0,1,1,1,1,74.254614,34.526179,2,1,0,6,7,4,27,Al-Mansoorian,2,0,0,7,1,23,0,-1,0,-1,Kupwara district,Explosives,Military,Armed Assault
8,0,1,1,1,0,75.114212,33.931011,1,1,0,5,-1,2,15,Unknown,-1,0,0,1,0,0,0,0,0,-1,Tral,Firearms,Government (General),Assassination
8,0,1,1,1,1,76.576171,33.778175,2,1,0,5,-1,14,73,Unknown,-1,0,0,4,0,0,0,-1,0,-1,Patrada,Firearms,Private Citizens & Property,Armed Assault
8,0,1,1,1,0,75.103386,33.789497,3,1,0,6,7,4,29,Unknown,-1,0,0,0,0,15,0,0,0,-1,Bijbehara,Explosives,Military,Bombing/Explosion
8,0,1,1,1,0,74.900416,33.872342,2,1,0,6,11,4,34,Kashmiri extremists,-1,0,0,4,0,23,0,0,0,-1,Pulwama district,Explosives,Military,Armed Assault
8,0,1,1,1,0,74.797368,34.083658,3,1,0,6,7,4,39,Unknown,-1,0,0,1,0,21,0,0,0,-1,Srinagar district,Explosives,Military,Bombing/Explosion
8,0,1,1,1,0,74.315191,33.371614,2,1,0,5,-1,14,69,Militants,-1,0,0,8,0,0,0,0,0,-1,Rajouri district,Firearms,Private Citizens & Property,Armed Assault
8,0,1,1,1,0,74.091944,33.769444,2,1,0,5,-1,3,25,Muslim Militants,2,0,0,4,0,3,0,0,0,-1,Poonch district,Firearms,Police,Armed Assault
8,0,1,1,1,0,74.547279,34.182659,1,1,0,5,2,2,15,Unknown,-1,-1,0,1,-1,-1,-1,0,0,-1,Palhalan,Firearms,Government (General),Assassination
8,0,0,1,1,1,75.135264,32.925224,2,1,0,5,-1,14,67,Unknown,-1,0,0,3,0,0,0,0,0,-1,Udhampur district,Firearms,Private Citizens & Property,Armed Assault
9,0,1,1,1,1,74.288611,33.65,2,0,0,5,-1,2,18,Unknown,-1,0,0,2,0,1,0,0,0,-1,Gunthal,Firearms,Government (General),Armed Assault
9,0,1,1,1,0,74.63827,34.419539,6,1,0,9,23,2,15,Muslim Militants,-1,0,0,1,0,0,0,0,1,4,Bandipora,Melee,Government (General),Hostage Taking (Kidnapping)
9,0,1,1,1,0,74.731146,34.188027,1,0,0,5,-1,2,18,Militants,-1,0,0,0,0,1,0,1,0,-1,Sheikhpora,Firearms,Government (General),Assassination
9,0,1,1,1,0,74.504122,34.084253,2,1,0,5,-1,2,15,Muslim Militants,-1,0,0,1,0,0,0,0,0,-1,Kunzer,Firearms,Government (General),Armed Assault
9,0,1,1,1,0,74.797339,34.015318,2,1,0,5,-1,2,15,Muslim Militants,-1,0,0,1,0,0,0,0,0,-1,Srinagar,Firearms,Government (General),Armed Assault
9,0,1,1,1,0,74.893056,32.8975,1,1,0,5,-1,2,15,Jamiat ul-Mujahedin (JuM),-1,-1,1,4,0,2,0,0,0,-1,Gorni,Firearms,Government (General),Assassination
9,0,1,1,1,0,74.318611,33.449444,2,1,0,5,-1,14,69,Muslim Militants,2,0,0,5,0,0,0,-1,0,-1,Dodasan Pain,Firearms,Private Citizens & Property,Armed Assault
9,0,1,1,1,0,74.254614,34.526179,1,1,0,5,-1,2,18,Al-Arifeen,3,0,1,3,-1,5,0,0,0,-1,Kupwara,Firearms,Government (General),Assassination
9,0,1,1,1,0,74.263416,33.639869,2,1,0,5,-1,14,67,Muslim Rebels,-1,0,0,12,2,18,0,-1,0,-1,Surankot,Firearms,Private Citizens & Property,Armed Assault
9,0,1,1,1,0,75.148983,33.733336,1,0,0,6,-1,2,18,Unknown,-1,0,0,1,0,2,0,0,0,-1,Anantnag District,Explosives,Government (General),Assassination
9,0,1,1,1,0,74.515567,34.086149,3,1,0,6,-1,14,67,Militants,-1,0,0,0,0,2,0,-1,0,-1,Batpora,Explosives,Private Citizens & Property,Bombing/Explosion
9,0,1,1,1,0,74.915031,33.286298,2,1,0,5,-1,14,69,Militants,-1,0,0,2,0,-1,0,0,0,-1,Jamaslan,Firearms,Private Citizens & Property,Armed Assault
9,0,1,1,1,0,74.789902,34.08374,2,1,0,5,-1,2,15,Al-Arifeen,-1,0,1,1,0,0,0,0,0,-1,Srinagar,Firearms,Government (General),Armed Assault
9,0,1,1,1,0,74.962523,33.644662,3,0,0,6,8,2,18,Hizbul Mujahideen (HM),-1,0,1,2,0,5,0,0,0,-1,Mirhama,Explosives,Government (General),Bombing/Explosion
9,0,1,1,1,0,74.789902,34.08374,3,1,0,6,7,4,29,Unknown,-1,0,0,0,0,14,0,0,0,-1,Srinagar,Explosives,Military,Bombing/Explosion
9,0,1,1,1,0,75.048703,33.636175,3,1,0,6,-1,14,84,Unknown,-1,0,0,4,0,2,0,0,0,-1,Pahloo,Explosives,Private Citizens & Property,Bombing/Explosion
10,0,1,1,1,0,75.272766,32.455637,2,1,0,5,-1,19,99,Unknown,-1,-1,0,4,0,-1,0,1,0,-1,Hiranagar,Firearms,Transportation,Armed Assault
10,0,1,1,1,0,76.576171,33.778175,1,1,0,5,-1,2,15,Unknown,-1,0,0,3,0,0,0,0,0,-1,Jaktial,Firearms,Government (General),Assassination
10,0,1,1,1,0,75.548049,33.14575,2,1,0,6,7,2,19,Lashkar-e-Taiba (LeT),2,0,0,3,1,-1,0,-1,0,-1,Doda,Explosives,Government (General),Armed Assault
10,0,1,1,1,0,74.901055,34.264018,1,1,0,6,7,14,84,Unknown,-1,0,0,1,0,3,0,-1,0,-1,Kangan,Explosives,Private Citizens & Property,Assassination
10,0,1,1,1,0,75.157913,33.732216,3,1,0,6,7,14,74,Unknown,-1,0,0,0,0,7,0,1,0,-1,Anantnag,Explosives,Private Citizens & Property,Bombing/Explosion
11,0,1,1,1,0,74.789902,34.08374,3,1,0,6,7,14,68,Al-Umar Mujahideen,-1,-1,0,0,-1,1,-1,1,0,-1,Srinagar,Explosives,Private Citizens & Property,Bombing/Explosion
11,0,1,1,1,0,74.789902,34.08374,2,1,0,5,-1,2,15,Al-Madina,2,0,1,4,0,0,0,-1,0,-1,Srinagar,Firearms,Government (General),Armed Assault
11,0,1,1,1,0,74.789902,34.08374,3,1,0,6,7,3,22,Al-Madina,-1,0,1,0,0,0,0,0,0,-1,Srinagar,Explosives,Police,Bombing/Explosion
11,0,1,1,1,0,75.157913,33.732216,3,1,0,6,7,3,25,Unknown,-1,0,0,1,0,13,0,-1,0,-1,Anantnag,Explosives,Police,Bombing/Explosion
11,0,1,1,1,0,76.576171,33.778175,2,1,0,5,-1,3,25,Unknown,3,0,0,1,0,2,0,0,0,-1,Wawoora,Firearms,Police,Armed Assault
11,0,1,1,1,0,75.148983,33.733336,2,1,0,5,3,3,25,Unknown,1,1,0,1,0,3,0,0,0,-1,Anantnag district,Firearms,Police,Armed Assault
11,0,1,1,1,0,74.789902,34.08374,3,1,0,6,7,2,15,Unknown,-1,0,0,0,0,0,0,0,0,-1,Srinagar,Explosives,Government (General),Bombing/Explosion
11,0,1,1,1,1,75.19284,33.336449,3,1,0,6,8,3,23,Unknown,-1,0,0,7,0,5,0,1,0,-1,Ramsoo,Explosives,Police,Bombing/Explosion
11,0,1,1,1,0,74.218611,33.702222,3,1,0,6,15,14,73,Unknown,-1,0,0,0,0,5,0,1,0,-1,Lasana,Explosives,Private Citizens & Property,Bombing/Explosion
11,0,1,1,1,0,74.218611,33.702222,3,1,0,6,15,3,25,Unknown,-1,0,0,0,0,2,0,0,0,-1,Lasana,Explosives,Police,Bombing/Explosion
11,0,1,1,1,0,74.63827,34.419539,1,1,0,5,-1,2,18,Unknown,-1,0,0,1,0,6,0,0,0,-1,Bandipora,Firearms,Government (General),Assassination
11,0,1,1,1,0,74.789902,34.08374,3,1,1,6,13,3,22,Lashkar-e-Taiba (LeT),4,0,1,8,2,10,0,-1,0,-1,Srinagar,Explosives,Police,Bombing/Explosion
11,0,1,1,1,1,75.210152,33.547976,3,1,0,6,8,4,35,Jamiat ul-Mujahedin (JuM),-1,0,1,12,0,23,0,1,0,-1,Lower Mundah,Explosives,Military,Bombing/Explosion
11,0,1,1,1,0,74.857026,32.726602,3,1,0,6,7,15,86,Lashkar-e-Taiba (LeT),2,0,1,13,2,52,0,-1,0,-1,Jammu,Explosives,Religious Figures/Institutions,Bombing/Explosion
11,0,1,1,1,0,74.789902,34.08374,3,1,0,6,11,10,54,Al-Badr,-1,0,1,0,0,0,0,1,0,-1,Srinagar,Explosives,Journalists & Media,Bombing/Explosion
11,0,1,1,1,0,74.789902,34.08374,3,1,0,6,-1,3,22,Unknown,-1,0,0,0,0,9,0,1,0,-1,Srinagar,Explosives,Police,Bombing/Explosion
12,0,1,1,1,1,76.576171,33.778175,2,1,0,5,-1,4,29,Muslim extremists,-1,0,0,10,4,-1,-1,0,0,-1,Unknown,Firearms,Military,Armed Assault
12,0,1,1,1,0,76.576171,33.778175,2,1,0,5,-1,4,39,Lashkar-e-Taiba (LeT),2,0,0,5,2,2,0,0,0,-1,Bun Doda,Firearms,Military,Armed Assault
12,0,1,1,1,0,74.925482,33.612159,3,1,0,5,2,2,18,Unknown,-1,0,0,0,0,0,0,1,0,-1,Damhal-Hanjipora,Firearms,Government (General),Bombing/Explosion
12,0,1,1,1,1,74.901505,33.874027,3,1,0,6,7,3,23,Unknown,-1,0,0,0,0,10,0,0,0,-1,Pulwama,Explosives,Police,Bombing/Explosion
12,0,1,1,1,1,74.789902,34.08374,3,1,0,6,12,4,34,Al-Nasirin (India),-1,0,1,0,0,7,0,1,0,-1,Srinagar,Explosives,Military,Bombing/Explosion
12,0,1,1,1,0,74.315313,33.371715,3,1,0,6,7,14,74,Unknown,-1,-1,0,1,0,5,0,1,0,-1,Rajouri,Explosives,Private Citizens & Property,Bombing/Explosion
12,0,1,1,1,1,75.019676,33.64542,3,1,0,6,7,4,39,Unknown,-1,-1,0,0,0,18,0,1,0,-1,Kulgam,Explosives,Military,Bombing/Explosion
12,0,1,1,1,0,74.789902,34.08374,3,1,0,6,7,3,25,Unknown,-1,-1,0,0,0,1,0,0,0,-1,Srinagar,Explosives,Police,Bombing/Explosion
12,0,1,1,1,1,74.349494,34.205141,2,1,0,5,-1,4,34,Unknown,-1,-1,0,1,0,0,0,0,0,-1,Baramulla District,Firearms,Military,Armed Assault
12,0,1,1,1,1,75.135264,32.925224,-1,1,0,-1,-1,4,29,Unknown,-1,-1,0,1,0,0,0,0,0,-1,Udhampur District,Unknown,Military,Unknown
12,0,1,1,1,1,74.315313,33.371715,2,1,0,5,-1,14,67,Muslim extremists,-1,-1,1,3,0,0,0,0,0,-1,Rajouri,Firearms,Private Citizens & Property,Armed Assault
12,0,1,1,1,1,74.948482,34.008406,1,1,0,5,4,2,18,Save Kashmir Movement,1,-1,0,1,0,0,0,0,0,-1,Konibal,Firearms,Government (General),Assassination
1,0,1,1,1,0,75.31498,34.016075,1,1,0,5,-1,14,113,Unknown,-1,0,0,1,0,0,-1,0,0,-1,Pahalgam,Firearms,Private Citizens & Property,Assassination
1,0,1,1,1,0,75.019676,33.64542,3,1,0,6,7,3,23,Unknown,-1,0,0,0,0,35,0,-1,0,-1,Kulgam,Explosives,Police,Bombing/Explosion
1,0,1,1,1,0,74.789902,34.08374,1,1,0,5,-1,1,7,Unknown,-1,0,0,1,0,0,0,0,0,-1,Srinagar,Firearms,Business,Assassination
1,0,1,1,1,0,74.641022,34.225807,1,1,0,9,23,14,68,Unknown,-1,0,0,1,0,0,0,0,0,-1,Sumbal,Melee,Private Citizens & Property,Assassination
1,0,1,1,1,0,74.662732,34.448698,1,1,0,5,-1,14,68,Unknown,-1,0,0,1,0,0,0,0,0,-1,Ahem Sharief,Firearms,Private Citizens & Property,Assassination
1,0,1,1,1,0,74.092404,33.767001,2,1,0,5,-1,14,68,Unknown,-1,0,0,2,0,0,0,0,0,-1,Poonch,Firearms,Private Citizens & Property,Armed Assault
1,0,1,1,1,0,74.314021,33.389053,3,1,0,6,7,15,86,Unknown,1,0,0,0,0,0,0,1,0,-1,Kheora,Explosives,Religious Figures/Institutions,Bombing/Explosion
1,0,1,1,1,0,74.353867,34.205605,1,1,0,5,3,14,68,Unknown,1,0,0,1,0,0,0,0,0,-1,Baramulla,Firearms,Private Citizens & Property,Assassination
1,0,1,1,1,0,74.44,33.638889,6,1,0,5,-1,14,68,Unknown,-1,0,0,2,0,0,0,0,1,4,Panar,Firearms,Private Citizens & Property,Hostage Taking (Kidnapping)
1,0,0,1,1,1,74.789902,34.08374,1,1,0,5,-1,14,84,Muslim extremists,1,0,0,1,0,0,0,0,0,-1,Srinagar,Firearms,Private Citizens & Property,Assassination
1,0,1,1,1,1,74.353867,34.205605,3,1,0,6,-1,4,35,Unknown,-1,0,0,1,0,2,0,1,0,-1,Baramulla,Explosives,Military,Bombing/Explosion
1,0,1,1,1,0,74.615303,34.297985,1,0,0,6,12,2,15,Unknown,-1,0,0,0,0,0,0,0,0,-1,Hajan,Explosives,Government (General),Assassination
1,0,1,1,1,0,75.019676,33.64542,3,0,0,6,7,4,29,Muslim extremists,-1,0,0,0,0,21,0,1,0,-1,Kulgam,Explosives,Military,Bombing/Explosion
1,0,1,1,1,1,74.353867,34.205605,3,1,0,6,-1,4,35,Islamic Fateh,-1,0,1,1,0,1,0,1,0,-1,Baramulla,Explosives,Military,Bombing/Explosion
1,0,1,1,1,0,74.371944,34.606944,2,1,0,5,-1,2,15,Unknown,-1,0,0,2,0,0,0,0,0,-1,Saraikul,Firearms,Government (General),Armed Assault
1,0,1,1,1,0,76.576171,33.778175,1,1,0,5,-1,2,15,Unknown,5,0,0,1,0,0,0,0,0,-1,Nagshereen,Firearms,Government (General),Assassination
1,0,1,1,1,0,75.284813,33.863243,3,1,0,6,8,3,23,Hizbul Mujahideen (HM),-1,0,1,1,0,6,0,1,0,-1,Ashmuqam,Explosives,Police,Bombing/Explosion
1,0,1,1,1,0,75.715342,33.334514,1,1,0,5,-1,2,15,Unknown,-1,0,0,2,0,0,0,0,1,4,Chatroo,Firearms,Government (General),Assassination
1,0,1,1,1,0,74.831062,33.721287,3,1,0,6,11,2,15,Unknown,-1,0,0,0,0,0,0,1,0,-1,Shopian,Explosives,Government (General),Bombing/Explosion
1,0,1,1,1,0,74.72187,34.016396,3,1,0,6,7,2,15,Unknown,-1,0,0,0,0,0,0,1,0,-1,Budgam,Explosives,Government (General),Bombing/Explosion
1,0,1,1,1,0,74.789902,34.08374,1,1,0,5,-1,10,53,Unknown,1,0,0,1,0,0,0,0,0,-1,Srinagar,Firearms,Journalists & Media,Assassination
1,0,1,1,1,0,75.157913,33.732216,3,1,0,6,7,4,29,Unknown,-1,0,0,1,0,15,0,1,0,-1,Anantnag,Explosives,Military,Bombing/Explosion
2,0,1,1,1,0,75.042109,33.758958,2,1,0,5,-1,4,39,Hizbul Mujahideen (HM),-1,0,1,2,-1,3,-1,-1,0,-1,Frisal,Firearms,Military,Armed Assault
2,1,1,1,1,0,74.667911,34.467967,6,1,0,5,-1,14,67,Unknown,-1,0,0,3,-1,-1,-1,-1,1,6,Bankoot,Firearms,Private Citizens & Property,Hostage Taking (Kidnapping)
2,0,1,1,1,0,74.349494,34.205141,3,1,0,6,-1,14,74,Unknown,-1,0,0,5,0,4,0,-1,0,-1,Baramulla district,Explosives,Private Citizens & Property,Bombing/Explosion
2,0,1,1,1,0,74.490661,33.049293,2,1,0,5,-1,1,-1,Unknown,3,0,0,4,0,3,0,1,0,-1,Sunderbani,Firearms,Business,Armed Assault
3,0,1,1,1,0,75.019676,33.64542,2,0,0,5,-1,22,109,Separatists,-1,0,0,0,0,1,0,0,0,-1,Kulgam,Firearms,Violent Political Party,Armed Assault
3,0,1,1,1,1,75.548049,33.14575,3,1,0,6,12,4,34,Hizbul Mujahideen (HM),-1,0,0,0,0,7,0,0,0,-1,Doda District,Explosives,Military,Bombing/Explosion
3,0,1,1,1,0,74.315313,33.371715,3,1,0,6,14,1,7,Muslim extremists,-1,0,0,1,0,11,0,-1,0,-1,Rajouri,Explosives,Business,Bombing/Explosion
3,0,1,1,1,0,74.315313,33.371715,3,1,0,6,-1,19,99,Muslim extremists,-1,0,0,4,0,20,0,1,0,-1,Rajouri,Explosives,Transportation,Bombing/Explosion
3,0,1,1,1,0,74.092404,33.767001,2,1,0,5,-1,14,67,Unknown,-1,0,0,2,0,2,0,1,0,-1,Poonch,Firearms,Private Citizens & Property,Armed Assault
3,0,1,1,1,0,74.092404,33.767001,5,1,0,6,7,14,78,Lashkar-e-Taiba (LeT),1,1,0,6,1,8,0,1,1,6,Poonch,Explosives,Private Citizens & Property,Hostage Taking (Barricade Incident)
3,0,1,1,1,1,74.722282,34.021244,2,1,0,5,-1,2,15,Unknown,-1,0,0,1,0,0,0,0,0,-1,Budgam District,Firearms,Government (General),Armed Assault
